영화명,time,ID,text,score,like,dislike,watch_movie,혐오,성별,이념/지역,인간존엄성,기타 (선택),
82년생 김지영,2019-10-27 8:38,라구나비치(tax8****),보고나면 뭔가 불편한 영화,1,7,4,FALSE,0,0,0,0,,
82년생 김지영,2019-10-23 9:03,rbao****,피해망상의 결정체,1,5994,5521,FALSE,1,0,0,1,,
82년생 김지영,2019-10-28 15:25,good****,평점 존나높은거보소 그 성별은 객관적이지가 않네,1,4,12,FALSE,1,1,0,0,,
82년생 김지영,2019-10-24 11:36,Tree(tree****),메가로돈,1,9,12,FALSE,1,1,0,0,?,
82년생 김지영,2019-11-01 0:26,기세(kise****),당장 지금 이 댓글 반응만으로도 이 소설과 영화가 어떤 영향을 끼치는 지 알 수 있음  이 영화가 없다면  이 소설이 없다면 과연 지금 이곳에서 남녀가 서로 혐오댓글을 남기고 있을까  아니 남길 자리도 없었겠지  82년생 언저리면 온갖 여성우대 다 받고 자랐으면서 남혐 조장  남녀간에 갈등만 증폭시키는 소설 영화,1,9,8,FALSE,0,0,0,0,,
82년생 김지영,2019-10-23 9:35,pkcd****,사람의 영화가아니다,1,23,18,FALSE,0,0,0,0,,
82년생 김지영,2019-10-25 1:25,레스타트(saku****),82kg 김지영 의무는 없고 권리만 주장하는 정신병을 가진 여자들의 이야기,1,11,16,FALSE,1,1,0,1,,
82년생 김지영,2020-01-10 12:22,냐벤(nyab****),본격 남녀 갈등 조장 영화네  여주는 인생 종합 폭탄 선물 세트 맞고 멘탈 너덜너덜  남주가 착해보이면 비정상  식빵 답답해 보이면 정상  김팀장처럼 멘탈 붙들고 살아야 되  쓰레기봉지를 선물 받았다고 봉지를 헤집는게 븅이야    라고 같이보던 82년생 마누라,1,4,5,FALSE,0,0,0,0,,
82년생 김지영,2019-10-30 18:50,sure****,얄팍한 여성팔이로 돈벌려는 감독의 꼼수가 만든 희대의 망작    82년생들의 여성들은 오히려 축복받은 세대임  남녀비율에 있어 남성의 비율이 높아지는 세대임  그리고 남자들이 역차별 받기 시작한 세대임  일본처럼 피해자 코스프레하면 절대 안되지,1,6,8,FALSE,0,0,0,0,,
82년생 김지영,2020-01-23 17:10,미(ksh6****),한국 닷지 마렵네,1,6,6,FALSE,0,0,0,0,,
82년생 김지영,2019-10-23 19:04,마리옹올이옹옹(qwes****),할 말이 없네요,1,3,12,FALSE,0,0,0,0,,
82년생 김지영,2019-10-26 15:23,낭인(prae****),어휴 보는 내내 암걸리는줄  페미니즘이 왜 정신병인지 더 확실히 느꼈다,1,13,12,FALSE,1,0,0,1,,
82년생 김지영,2019-10-25 15:43,실바나스(rjaa****),대체 무슨 재미인지 모르겠네요,1,10,7,FALSE,0,0,0,0,,
82년생 김지영,2019-10-24 20:44,너나잘하세요(hwan****),이 영화에 열광하는 사람들을 전부 모아다가 과대망상으로 정신병원에 수용하면 훨씬 깨끗한 세상이 될듯,1,14,6,FALSE,1,0,0,1,,
82년생 김지영,2019-10-27 5:20,arwen(qwer****),평점이 9점짜린 아닌듯해요 지루해요,1,10,8,FALSE,0,0,0,0,,
82년생 김지영,2019-10-30 10:56,mcke****,역시 한남들 영화 보지도 않고 별점테러 하고 앉아있네      공감능력 결여된 사회 찌꺼기들 어휴,1,18,33,FALSE,1,1,0,0,,
82년생 김지영,2019-12-04 1:32,para****,여배우 캐스팅을 잘한거 같다  가만히 있어도 뭔가 신경질적이고 예민한 얼굴이다,1,5,5,FALSE,0,0,0,0,,
82년생 김지영,2019-10-23 15:51,유민제(ymj1****),P,1,5,8,FALSE,0,0,0,0,,
82년생 김지영,2019-10-23 10:23,dudr****,다 좋다 이거야   원작이 여자로서 당할 온갖 안좋은 경우를 한사람의 인생에 때려박고 평범한여자인생 드립을 치며 그에 과학적인 증명을 한답시고 이미 틀려버려 반박된 두개의 통계를 소설에 내거는데 이런 소설이 원작인데 영화랄 만들 생각을 다하네   페미도 좀 건강하게해야지,1,8,9,FALSE,0,0,0,0,,
82년생 김지영,2019-10-23 21:24,3nds****,이것은 절대 1점이 아니다 1111점을 주고싶은 내 마음이다,1,7,15,FALSE,0,0,0,0,,
82년생 김지영,2019-11-12 13:58,2006****,이게 웃긴게  여성들의 모든 힘든점을 대변해서 만든 영화라는데  영화 내용상 82년생 김지영처럼 소설급 스토리는아니란것은 맞다  근데 이걸 여성차별  여성혐오  여성운동에 포함시켜 마치 대한민국 국민 대다수 남성들의 문제라는 듯  일반화 시키고 공감능력발휘하라는 식의 사고방식을 가지니까 문제인거다  저건 그냥 한편의 영화고 그냥 저렇구나 하면되는것이지  저게 왜 모든 대한민국 남성들의 문제점이냐  저 영화며  82년생 김지영 책읽어보라고 떠드는 한녀들수준이 왜 욕을먹는지 곰곰히 생각해봐라  본인들이 무조건 맞고  대다수 남성은 잠재적 가해자라는 프레임을 씌운 자들이 옹호하고 들이민게 저 82년생 김지영인데  영화한편이 단순한 공감받을 영화고 왜 이게 남녀프레임을로 몰고가지는 모르겠다고 여자들이 말하면  도대체가 뭔 논리인지모르겠다 본인들이 먼저 남녀를 가르고  남녀프레임을 씌운게 저 82년생 김지영이다 그래놓고선 무슨 82년생 김지영을 비난하는 남성들을 또 남녀프레임나눈다 이러는 수준이 참 이리갔다 저리갔다 그냥 뇌가없는거지 집안에서 설거지하고  음식하는건 여성이 힘든게아니라 역할 분담이고 남녀 차이다  이걸 인정할 때 본인들이 힘든점은 1도없다 그리고  여성이 힘든점만 부각시키지말고  남성들이 군대에서 힘든점을 좀 깨닫자  본인들이 한국남성들 군대좃밥  군무새 이러는마당에  집에서 설거지사하는 여자는 피해자  약자 프레임을 지들이 씌우고있는것아닌가 본인들이 82년생 김지영 책 읽어라 하기전에  군대를 가보고서 군무새  군대좃밥 소리를 하면서 남녀차별운운해라 수준떠러지는 댓글 보고 한녀들은 역시나 노답이구나 생각이 깊이 든다,1,15,10,FALSE,1,1,0,0,,
82년생 김지영,2019-10-23 11:12,춘춘춘(1012****),말도안되는 억지82년생이면 오히려 할당제다 뭐다 남자들을 역차별하며 대우받는 세대임,1,3,6,FALSE,0,0,0,0,,
82년생 김지영,2019-11-02 12:09,Ned Yoon(nedn****),억지다 말도안된다 이딴 영화를,1,4,10,FALSE,0,0,0,0,,
82년생 김지영,2019-10-23 16:06,전계성(foxj****),쿵쾅쿵쾅  그들만의 이야기,1,11,6,FALSE,1,1,0,0,,
82년생 김지영,2019-10-28 19:39,친절한금자씨(just****),이딴거 돈내고 보냐,1,16,17,FALSE,0,0,0,0,,
82년생 김지영,2020-10-03 21:14,2D(dub2****),공감이 낮은 댓글   비추가 많음공감이 높은 댓글  추천이 많음,1,3,2,FALSE,0,0,0,0,,
82년생 김지영,2019-10-26 18:42,초코주(rock****),79년생 김기철 영화 만들어주세요  런닝타임 3시간으로 줄여도 모자를 듯,1,7,7,FALSE,0,0,0,0,,
82년생 김지영,2019-10-23 11:48,znpdf454sdfa(lch8****),어른이 되지 못한 공주님의 투정,1,8,6,FALSE,0,0,0,0,,
82년생 김지영,2019-10-23 14:05,Magic(wel9****),이딴걸 쳐 만드네,1,4,4,FALSE,0,0,0,0,,
82년생 김지영,2019-12-11 18:27,카로스(zkdl****),계속된 조악한 설정에 토할뻔 했다  각 캐릭터들은 바보로 만들어 놓고 무한한 조악할 설정  눈물 짜내는 장면은 정해놓고 음악 깔아 놓은 것 보다가 토할뻔 했다  진짜 쓰레기영화라고 할 수 있다  차라리 이런 작품을 만들거면 영화가 아니라 드라마 신파로 만들어라    아 다만   여자로써 피해의식이 가득한 사람이라면 아주 만족하면서 봤을듯,1,6,7,FALSE,1,0,0,1,,
82년생 김지영,2019-10-24 2:45,강(wkdd****),이 영화를보고 사나이의 뜨거운 눈물이 흘렀습니다,1,9,16,FALSE,0,0,0,0,,
82년생 김지영,2019-10-23 11:48,오후6시55분(kimk****),네이버 또 조작하네,1,11,6,FALSE,0,0,0,0,,
82년생 김지영,2019-11-15 1:51,wnl5****,사상이 불순하네  등급도 청불로 해야 될듯,1,10,10,FALSE,0,0,0,0,,
82년생 김지영,2019-10-23 10:02,카엘(noba****),이걸 영화라고 만든거냐,1,9,7,FALSE,0,0,0,0,,
82년생 김지영,2019-11-09 11:24,알베르토(kore****),이미 남녀갈등조장해놧는대뭔아니라냐 해외에서마저 이해못하고있는 영화인대,1,12,7,FALSE,0,0,0,0,,
82년생 김지영,2019-10-23 13:36,비꽃(cyan****),60년생 김말자면 공감할 수 있을 내용입니다 눈귀 다 닫고 보고 싶은거 보는 분들 빼고는 다 공감 못 할듯,1,3,11,FALSE,0,0,0,0,,
82년생 김지영,2019-10-23 10:50,Test(qudg****),세상 모든 고통 불합리함 다 자기들이 떠안고 있다는 광신적인 믿음은 그 누구에게도 지지받지 못한다,1,8,8,FALSE,1,0,0,1,,
82년생 김지영,2019-11-28 11:30,skk0****,소설이 쓰레긴데 그걸 바탕으로 쓴 영화가 뭐 별게 있겠냐,1,10,4,FALSE,0,0,0,0,,
82년생 김지영,2019-10-23 14:40,app1213(gusr****),남녀차별 조장하게만드는영화,1,5,10,FALSE,0,0,0,0,,
82년생 김지영,2019-10-23 10:59,이이이이(soon****),빼애애앵에에에에엥애애에엥엑,1,3,6,FALSE,1,1,0,0,,
82년생 김지영,2020-09-30 21:24,중훈(wndg****),아이러니한게 겪어보지도 않은 10대 20대 여자의 평점이 제일 높다는게,1,10,5,FALSE,0,0,0,0,,
82년생 김지영,2019-10-27 7:13,sjw8****,안읽고 안사고 안봅니다,1,10,11,FALSE,0,0,0,0,,
82년생 김지영,2019-10-23 11:54,행복한하루(beat****),20 30대 여자들 평균 1년에 해외여행2회  남자 집안해오면 도태되야되는 한남충 안만남  집해와도 집안일 반반  다 반반해줘도 애키워서 피해보는 것 같음 그냥 여자라서 한남충 때문에 피해보는 것 같음   명품백  해외여행 다니면서 sns에 자랑질이나 해서 자존감 올려야겠음 아 서러운 인생,1,7,3,FALSE,1,1,0,0,,
82년생 김지영,2019-10-23 21:16,배승주(tmdw****),아러ㅠ냐즟ㅇㅠ투어젘 넞 ,1,6,11,FALSE,0,0,0,0,,
82년생 김지영,2019-10-26 14:10,qkrgudwns(pak4****),개 OOO 영화 돈아까워 죽겠네 직장있는 여자들은 그럼 뭐 호구네?아예 그냥 공주가 되고 싶다고 소원을 빌어라 믿힌녇들아ㅋㅋㅋㅋ ,1,11,7,FALSE,1,1,0,0,,
82년생 김지영,2019-11-11 18:58,jin(wwww****),아무리 젠더영화라지만 조작몰표로 조커나 터미네이터에 비기는건 좀 심한거 아님,1,7,9,FALSE,0,0,0,0,,
82년생 김지영,2019-10-25 7:35,굼뜬곰돌이(edc1****),역겨운 페미니즈을 상징한 책이 영화로 나온것  볼가치도 없다,1,19,9,FALSE,1,1,0,0,,
82년생 김지영,2019-10-23 11:20,뭐(ijih****),어우야 토나온다 토나와,1,3,4,FALSE,0,0,0,0,,
82년생 김지영,2019-10-24 6:21,skvk****,말이필요합니까 노답이네요,1,6,11,FALSE,0,0,0,0,,
82년생 김지영,2019-10-28 13:39,SUNO(hso7****),아이   엠   그루트,1,12,9,FALSE,0,0,0,0,,
82년생 김지영,2019-10-23 9:04,높은공기(anob****),배우만 좋은영화,1,26,21,FALSE,0,0,0,0,,
82년생 김지영,2019-10-25 21:26,시라노(sila****),아    이게 영화라고,1,6,7,FALSE,0,0,0,0,,
82년생 김지영,2019-10-24 19:27,jihy****,대깨문 맘충년들아 잼있냐,1,8,12,FALSE,1,1,1,1,,
82년생 김지영,2019-10-23 18:52,앵무새(gksr****),이딴걸 왜보냐 10자10자,1,1,15,FALSE,0,0,0,0,,
82년생 김지영,2019-10-23 10:24,csm0****,국가를 위한 의무는 1도 수행 안하는 것들이 징징대는 영화,1,9,9,FALSE,1,1,0,0,,
82년생 김지영,2019-10-23 12:23,아아아ㅏ아하아ㅏ(monk****),어림도 없는 영화 KIN,1,1,1,FALSE,0,0,0,0,,
82년생 김지영,2019-10-29 17:58,푸른언덕(moon****),군대가라 백문이불여일견이다,1,12,3,FALSE,0,0,0,0,단순 군대 언급,
82년생 김지영,2019-10-24 1:40,세리오스(sile****),기대했는데 실망,1,7,11,FALSE,0,0,0,0,,
82년생 김지영,2019-10-25 12:55,logtown(dbtk****),남자는 뭐 게임이나 포르노보면 감정이입해서 실제 범죄로 이용한다면서 제제 못해 안달인데여자는 허구적인 소설이랑 영화를 자기인생에 대입해서 없던 차별도 만들어내는데 제제안하고 오히려 언론이 도와주는 한국꼬라지좀 보세요 여러분 빨리 영어공부해야합니다  아마 20년후면 뉴질랜드보다 심해질거예요 이나라,1,13,5,FALSE,0,0,0,0,,
82년생 김지영,2019-11-06 21:38,Dexataraxia(will****),이것도 영혼관람 중이심,1,7,8,FALSE,0,0,0,0,,
82년생 김지영,2019-11-05 3:50,비핌팝(yong****),여자 9 5 남자 2 7 이게 이영화수준,1,15,3,FALSE,0,0,0,0,,
82년생 김지영,2019-10-23 11:16,코죽음(codi****),망상병자가 영화만들었나,1,3,5,FALSE,1,0,0,1,,
82년생 김지영,2021-06-16 2:20,Rarara(wisd****),실제로 저런 여자가 있지도 않겠지만 실제로 만나면 진짜 짜증날듯요  애키우는거 너무 행복하고 귀한 일인데 몰그렇게 유별스럽게 큰 피해를 당한것마냥  난리인지   쌍둥이 애 둘에 직장다니면서도 육아교육살림 고수들도 많아요  남편탓안하고 진짜 기쁨으로  저건 그냥 그릇이 작고 나약한 인간에 관한 이야기일뿐,1,5,1,FALSE,0,0,0,0,,
82년생 김지영,2019-11-16 9:24,feeh****,너마    우,1,5,6,FALSE,0,0,0,0,,
82년생 김지영,2019-10-30 14:30,braker(rout****),이걸 왜 공감하고 있누,1,10,7,FALSE,0,0,0,0,,
82년생 김지영,2019-10-23 16:57,mmh4****,2019년 최고의 SF영화 추천 드립니다,1,7,12,FALSE,0,0,0,0,,
82년생 김지영,2019-10-26 12:00,영땡이(drea****),역대 최악의 영화다 진심,1,7,8,FALSE,0,0,0,0,,
82년생 김지영,2019-10-23 14:00,박인홍(pinh****),이건 왜 이런 영화가 나왔을,1,2,7,FALSE,0,0,0,0,,
82년생 김지영,2019-10-24 8:06,내여자유지은(aee1****),정신좀차립시다,1,7,9,FALSE,0,0,0,0,,
82년생 김지영,2019-10-23 14:31,ari(arit****),쿵쾅이들 몰려왔다 도망가야지,1,1,10,FALSE,1,1,0,0,,
82년생 김지영,2020-04-26 16:06,앵무(jc03****),영화가 굉장히 노잼이었다,1,5,6,FALSE,0,0,0,0,,
82년생 김지영,2019-11-01 10:40,다모아컴퍼니(pyur****),별로였스빈다  문제를 만드는 영화,1,9,5,FALSE,0,0,0,0,,
82년생 김지영,2019-10-23 20:37,크햐햐(3gre****),0점을 못줘서 1개 준다,1,9,15,FALSE,0,0,0,0,,
82년생 김지영,2019-10-24 9:35,김홍준(quok****),대한민국은 죽었다,1,11,11,FALSE,0,0,0,0,,
82년생 김지영,2019-10-23 11:58,rlajg(rlag****),재미 없음 이런걸 그렇게 광고했냐,1,13,5,FALSE,0,0,0,0,,
82년생 김지영,2020-03-28 22:45,푸른하늘(suk9****),전혀 공감이 안되는 영화  여자들을 엉뚱한 방향으로 선동할까봐 두렵다,1,10,13,FALSE,0,0,0,0,,
82년생 김지영,2019-10-24 8:36,유동현(dcx1****),인상깊게잘보았습니다,1,1,13,FALSE,0,0,0,0,,
82년생 김지영,2019-10-30 13:44,Duran(zo61****),누구를 위한 신파극 설정인지  누구를 위한 슬픔과 공감인지,1,7,6,FALSE,0,0,0,0,,
82년생 김지영,2019-10-26 10:05,심재현(gold****),안녕하세요 전 포항사는 한기원이라고 합니다  이런 페미 영화엔 1점이 쥐약이죠 헤헤,1,10,10,FALSE,1,1,0,0,,
82년생 김지영,2020-09-04 14:07,으으(ewwu****),같은 동시대 여자로써 영화에 과장된 부분은 많지만 김지영이 이해는 간다  하지만 모든 걸 남자 탓으로 돌리는 모습을 보여주는 장면이 많아 불편했다  그 시대에서도 분명 남자만의 힘듦이 있었다  그것을 전부 없애고 여자만의 힘듦을 보여주는 것이 진정 남녀차별영화가 아니면 무엇일까  그리고 82년생 김지영의 시대나 그 이전 시대에 살아보지도 않은 10대 20대 여성들이 이 영화를 보고 편협된 사고를 가지게 될까봐 걱정된다  또한 겪어보지도 않았으면서 자신이 그 시대를 겪은 것처럼 느끼고 행동하는데  겪어보지도 않았으면서 함부로 혐오성 발언을 하는 모습을 보고 반감이 생긴다  여러모로 혐오를 부추기는 영화같아 비추천한다,1,4,6,FALSE,0,0,0,0,,
82년생 김지영,2019-11-04 21:06,영이(leeb****),음,1,7,10,FALSE,0,0,0,0,,
82년생 김지영,2019-10-25 15:22,psy5****,모든남자는   이고 모든여자는 불쌍하다그러므로 결혼한 여자들은 지금 다 이혼하시길바랍니다괜히 남자욕하지마시고,1,13,9,FALSE,0,0,0,0,,
82년생 김지영,2019-10-26 22:51,hakroro(hakr****),외국에 조커가 있다면 한국에는 진정한 광기 페미왕 김지영이 있다,1,8,16,FALSE,1,1,0,1,,
82년생 김지영,2019-10-26 8:20,EH10(hsh7****),이런걸 영화로 만들었네 어이없죠,1,8,10,FALSE,0,0,0,0,,
82년생 김지영,2019-10-25 13:11,청포도(tlqk****),뭔 피해자 코스프레냐,1,10,15,FALSE,0,0,0,0,,
82년생 김지영,2019-10-24 9:58,james(jbhl****),1 2 3 4 5 6 7 8 9 0 1,1,6,10,FALSE,0,0,0,0,,
82년생 김지영,2019-10-25 4:19,야옹(oror****),차라리 재밌게 봤것거 또 보세요 공짜로 봤는데도  너무하게 지루함,1,16,14,FALSE,0,0,0,0,,
82년생 김지영,2019-10-29 20:46,서지민(sybk****),별롱,1,5,7,FALSE,0,0,0,0,,
82년생 김지영,2019-10-24 14:52,Msmiyo(0327****),여성이라면 모두 공감할 내용이라고 해서 어머니께 말씀드려 외할머니와 이모 모시고 함께 보고 오는것도 괜찮겠다고 추천드렸는데 별로 좋은 선택은 아니었네요 어머니도 그렇지만 할머니께서도 그다지 공감되지않는다고 하시고 그나마 공감되는것도 예전에나 있던 일이지 요즘은 전에 비하면 훨씬 좋아졌다고 하시는데 전 연령대의 여성이 공감한다는 타이틀을 붙일 자격은 없는 영화같네요,1,9,5,FALSE,0,0,0,0,,
82년생 김지영,2019-10-23 13:12,바나나상어(mwa7****),이게 그  진짜광기 라는거냐,1,0,5,FALSE,1,0,0,1,,
82년생 김지영,2019-10-23 14:33,한승민(rain****),지루했어요 국산 판타지영화는 스토리부터 부족하네요,1,1,15,FALSE,0,0,0,0,,
82년생 김지영,2019-10-29 0:38,dj10****,영화에 조금은 과장스러운 피해의식에 대한 스토리와 저 이야기가 모든 82년생들이 공감하는 내용만은 아닐텐데 하는 상황들,1,9,17,FALSE,0,0,0,0,,
82년생 김지영,2019-10-24 9:27,한(haan****),삭제하는 꼬라지 보소,1,6,8,FALSE,0,0,0,0,,
82년생 김지영,2019-10-23 14:21,준(kudo****),60년생 이영자로 제목 바꿔야함,1,0,17,FALSE,0,0,0,0,,
82년생 김지영,2019-10-23 12:28,everglow(much****),세상 온갖 쓰레기같은 일은 다 겪은 로또확률의 여자  그리고 그 집단의 선동으로 인해 이 희소한 여자는 보편적인 여자가 됨,1,1,10,FALSE,0,0,0,0,,
82년생 김지영,2019-10-23 9:25,Heartwo(dark****),21세기 여성들의 피해의식 마인드,1,27,22,FALSE,1,1,0,1,여성에 대한 일반화,
82년생 김지영,2020-05-14 2:25,teng(yg_1****),이런것도 영화라고 진짜 어휴,1,14,2,FALSE,0,0,0,0,,
82년생 김지영,2019-10-23 22:10,카나라(ephs****),마치  상상 속에서나 나올 법한 내용이라서 별점 1개 준다  비추입니다,1,6,18,FALSE,0,0,0,0,,
82년생 김지영,2019-10-23 14:23,사랑뒤엔그리움(csb3****),이런걸 돈주고 본다고,1,11,17,FALSE,0,0,0,0,,
82년생 김지영,2019-10-23 11:00,jarvis(pkr4****),평점을 높게 줄수록 비만도가 높다는 게 학계의 정설,1,160,172,FALSE,1,1,0,0,,
82년생 김지영,2019-10-28 22:00,우짜다장투(ssay****),관객없음요  영혼이 많이봄  공포영화임,1,10,11,FALSE,0,0,0,0,,
82년생 김지영,2019-10-25 13:47,Effort(ktg0****),책  김지영이 보는 세상   영화  세상이 보는 김지영   lt 책에선 자신의 불합리한 부분만 나열해 놓으니 주인공인 김지영에 이입되어 마치 세상속의 피해자인것 처럼 느껴지지만 막상 영화속에서 책 속의 상황을 만들어 놓으니 그냥 정신병자에 피해망상에 찌든 사람으로 보임 gt,1,11,4,FALSE,1,0,0,1,,
82년생 김지영,2019-10-23 10:43,Right(myna****),소설 가지고 남녀갈등 조장하는 최악의 영화,1,7,5,FALSE,0,0,0,0,,
82년생 김지영,2019-10-23 14:19,카이카이(kai9****),최악 중 최악으로 영원히 기록될,1,3,8,FALSE,0,0,0,0,,
82년생 김지영,2019-10-25 17:19,HT00(wina****),진심 이걸왜봄  노공감,1,12,10,FALSE,0,0,0,0,,
82년생 김지영,2019-12-06 15:30,레몬향(toda****),맞벌이도 아니고 전업주부인데 퇴근하고 와서 도와주는 남편한테 고맙다 해라  팥빵이 뭐가 어쩌고 어째  난 유복하지 못해서 팥빵도 못먹고 자랐다 배부른 소리하고 자빠졌네  게다가 딸바보 세상에 아들만 챙기는 부모가 있기는 하냐  막말로 아버지가 딸챙기고 엄마가 아들챙기지 딸있는 아빠가 아들 아들 거리는 집이 몇이나 될까  맘충  맘충 뜻은 알고 기획했냐  모든 남자들이 니들 오줌누고 똥누는거 좋아한다고 착각하지마 더러운걸 보는 놈이 싸이코지 남자가 싸이코는 아니다  남 똥누는거 보는 여자는 뭐라고 할건데  당췌 공감할만게 있어야 로그인을 안하지,1,8,6,FALSE,1,0,0,1,,
82년생 김지영,2019-10-24 1:48,kjha****,질낮은 페미 팔이    페미 코인 탑승작,1,11,15,FALSE,1,1,0,0,,
82년생 김지영,2019-10-23 23:17,노을(cuti****),이딴걸 왜자꾸만드냐,1,11,11,FALSE,0,0,0,0,,
82년생 김지영,2020-01-19 11:15,sil(sill****),82년생김지영의 엄마세대 이야기  좋게봐줘도 82년생 김지영의 띠동갑 이모뻘이야기다 82년에 태어나 2001년 밀레니엄에 대학입학하여 02월드컵까지 즐긴 01학번세대가 무슨 저런 돈없이 못살던세대 이야기를 겪고 살았다는 말이냐50년생인 어머니들이 정말 집안에 돈이없어서 오빠들 대학보내기도 힘들었지만 어렵게 보내기도했고 돈이없어 고졸후 취업하기도 했으며 어머니들 역시 대학갈돈이없어서 취업후에 남편 만나 결혼한 세대인데 5060세대의 자식세대들 7080세대들은 이 영화같은 그런삶을 살수가 없어요 이세대부모들이 못배운 한때문에 자식교육열기가 얼마나 심했는데 또 자식은 2 3명에 먹고살기는 해결된세대라 남년차별도 없이 키웠어요 최대 2세대는 더윗세대삶을 82년생여성의 삶이라고 과포장함으로써 다음세대인 90 00세대여성에까지 피해의식을 심어주려고 애쓴다는점에서 반사회적 영화입니다 페미니즘의 핵심이 그것입니다 피해의식을 심어서 그것을 대물림해야 수많은 여성단체들이 먹고살수있고 계속해서 제도적으로 혜택을 얻어낼수 있기때문입니다 사회를 남녀로 갈라서 자기들 이기심만 채우려는 단체 세력들때문에 남녀모두포함한 사회구성원들이 느낄 사회적피로감은 도대체 누구책임인가요영화결론은 그거더군요 결혼하지마 여자인생끝난다 애낳지마라 너의삶이 없어진다 올해 세계최저출산률 찍었던데 어디 나라망할때까지 여성단체들 설쳐보기 바랍니다   34 암닭이 울면 집안이 망한다  34  이런말 안좋아하고 미친소리라 생각하지만 요즘보면 이말 틀린말없어 보입니다 남자는 집밖 세계 에서 돈벌어오는데 여자는 집안 국내 재산싸움이나하고 있으면 집안 나라 이 안망하겠어요 피해의식에 사로잡혀 갇혀있지말고 집안일이든 바깥일이든 성실히 살기바랍니다 여성상위시대에 주도적으로 실천해야지 언제까지 나는 피해자요 혜택을 달라만 외치고 있을건가요분명히 말하지만 대한민국 여성인권 유엔디피통계 세계10위 아시아 1위입니다 여성의 삶에대해 자기비하 피해의식 심어주려는 여성단체및 페미세력들 후폭풍 맞기전에 자제하기바랍니다,1,13,5,FALSE,1,1,0,0,,
82년생 김지영,2019-10-23 17:11,사람(lock****),너무 재미없다 말하고자 하는 메세지도 모르겠음,1,5,14,FALSE,0,0,0,0,,
82년생 김지영,2019-11-24 10:29,yuari(ko95****),82년생 여성들 중 소수의 인간들이 한번쯤 겪을법한 일들을 한사람의 삶에 모아놓은   39 소설  39  을 원작으로 만든영화임 그냥 소설 기반 영화였다면 좋았겠지만작가도 그렇고 평론가도 그렇고 다 이것이 여성의 보편적인 삶이라고 함 그냥 페미들이 정신승리하는 영화임,1,7,9,FALSE,1,1,0,0,,
82년생 김지영,2019-10-23 17:20,Keiway(k1d1****),지겹다 진짜로,1,10,14,FALSE,0,0,0,0,,
82년생 김지영,2019-10-25 23:26,끄누(thdr****),페미 선동하는영화는 망해야됌 ,1,9,9,FALSE,1,1,0,0,,
82년생 김지영,2019-10-23 21:57,루베나(hhw6****),네이버 평점 사기치는건가요  모든 댓글 및 평점을보았는데 통계를 따지면 9점을 넘을수 없는거 같은데,1,8,12,FALSE,0,0,0,0,,
82년생 김지영,2019-10-24 9:31,자영업자(sang****),감상후 진짜 별로여서 jot같다고 적은건데 계속삭제하네   세번째로 적는다 무슨 9점이냐관객을 우롱하는구만 이따위로할거면 평점집어쳐라,1,11,7,FALSE,0,0,0,0,,
82년생 김지영,2019-11-22 15:38,zzkk****,느잼  입니다  윽,1,6,9,FALSE,0,0,0,0,,
82년생 김지영,2019-11-03 13:15,추운펭귄(wwer****),외국인 여친이랑 같이 봤는데 말같지도 않은 소리네    뭔 일을 저렇게 하고 싶어한다고     누가보면 대학원 박사라도 나와서 고학력 엘리트인줄 알겠네 도대체가 현실성이 없네 여기서 돈많은데 일하고 싶은인간있냐  정신병 환자가 히스테리 부리는 졸작영화,1,11,10,FALSE,1,0,0,1,,
82년생 김지영,2019-10-25 11:30,spd(spdl****),별 1개도 아깝다 드릅게 재미없네,1,9,12,FALSE,0,0,0,0,,
82년생 김지영,2019-10-26 22:22,감마블루(whit****),쿵쾅이들을 위한 영화 같지도 않은 영화,1,9,6,FALSE,1,1,0,0,,
82년생 김지영,2019-10-23 22:17,rush****,1점도 아까움 레알,1,10,11,FALSE,0,0,0,0,,
82년생 김지영,2020-10-02 11:09,소(vila****),피해망상 및 빙의 자기합리화의 결정판,1,3,4,FALSE,1,0,0,1,,
82년생 김지영,2019-10-25 12:46,okok****,남여 갈등조작이라고 밖에는 생각이 안듭니다이영화가 주고자하는 메세지는 먼가요  여자가 이정도 힘드니까 알아달라 그럼 남자는 안힘드나요  시대가 얼마나 많이바껴서 여자에게 유리해졌는데여성들이 힘들다고 하신다면 현시대 남자들은 숨통이 막혀 디지기 일보직전입니다,1,15,6,FALSE,0,0,0,0,,
82년생 김지영,2019-10-23 9:44,Leva(jung****),그냥 피해망상 감성영화 그 이상 그 이하도 아니다,1,3,4,FALSE,1,0,0,1,,
82년생 김지영,2019-10-24 11:34,김정엽(kyoo****),세상 끔찍한 피해망상 페미코인 영화 여자로써 참 부끄러워 지는 영화 별 테두리 주기도 아깝네요,1,11,11,FALSE,1,1,0,0,,
82년생 김지영,2019-10-25 8:58,호구마(kong****),평점 봐라 다들 애쓴다,1,7,5,FALSE,0,0,0,0,,
82년생 김지영,2019-10-27 0:27,사랑해요1태석(taes****),메세지에 공감하기 이전에 영화 자체가 너무 촌스럽고 재미가 없다  은유적인 맛도 없고 처음부터 끝까지   34 김지영 힘들어요  34 라는 메세지를 부담스러울 정도로 직접적으로 표현한다  5분이면 충분할 내용을 118분이나 쓰면서 표현하기에 굉장히 지루하기도 하다,1,14,18,FALSE,0,0,0,0,,
